[Symbols]

nth   paddr      vaddr      bind   type   size   lib name
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――
4     0x001da4b0 0x001da4b0 WEAK   FUNC   9          cocos2d::CCSceneDelegate::willSwitchToScene(cocos2d::CCScene*)
5     0x001da4c0 0x001da4c0 GLOBAL FUNC   39         JNI_OnLoad
5311  0x00364d80 0x00364d80 GLOBAL FUNC   882        GameLevelManager::ProcessHttpRequest(std::string, std::string, std::string, GJHttpType)
5312  0x00370100 0x00370100 GLOBAL FUNC   344        GameLevelManager::onProcessHttpRequestCompleted(cocos2d::extension::CCHttpClient*, cocos2d::extension::CCHttpResponse*)
5313  0x00569060 0x00569060 GLOBAL FUNC   115        cocos2d::extension::CCHttpClient::getInstance()
5314  0x00569220 0x00569220 GLOBAL FUNC   137        cocos2d::extension::CCHttpClient::send(cocos2d::extension::CCHttpRequest*)
5315  0x00365100 0x00365100 GLOBAL FUNC   522        GameLevelManager::reportLevel(int)
5316  0x00365310 0x00365310 GLOBAL FUNC   695        GameLevelManager::restoreItems()
5317  0x003655d0 0x003655d0 GLOBAL FUNC   762        GameLevelManager::getGJDailyLevelState(bool)
5318  0x003658d0 0x003658d0 GLOBAL FUNC   1211       GameLevelManager::getGJChallenges()
5319  0x005f76b0 0x005f76b0 GLOBAL FUNC   749        cocos2d::ZipUtils::base64EncodeEnc(std::string, std::string)
5320  0x00365d90 0x00365d90 GLOBAL FUNC   1214       GameLevelManager::getGJRewards(int)
5321  0x00366250 0x00366250 GLOBAL FUNC   710        GameLevelManager::requestUserAccess()
5322  0x00366520 0x00366520 GLOBAL FUNC   1901       GameLevelManager::likeItem(LikeItemType, int, bool, int)
5323  0x00366c90 0x00366c90 GLOBAL FUNC   646        GameLevelManager::getUserList(UserListType)
5324  0x003671e0 0x003671e0 GLOBAL FUNC   696        GameLevelManager::blockUser(int)
5325  0x00367760 0x00367760 GLOBAL FUNC   696        GameLevelManager::readFriendRequest(int)
5326  0x00367a20 0x00367a20 GLOBAL FUNC   726        GameLevelManager::acceptFriendRequest(int, int)
5327  0x00368130 0x00368130 GLOBAL FUNC   921        GameLevelManager::uploadFriendRequest(int, std::string)
5328  0x003684d0 0x003684d0 GLOBAL FUNC   732        GameLevelManager::getFriendRequests(bool, int, int)
5329  0x003687b0 0x003687b0 GLOBAL FUNC   1096       GameLevelManager::deleteComment(int, CommentType, int)
5330  0x00368c80 0x00368c80 GLOBAL FUNC   662        GameLevelManager::getAccountComments(int, int, int)
5331  0x00368f20 0x00368f20 GLOBAL FUNC   1203       GameLevelManager::getLevelComments(int, int, int, int, bool)
5332  0x00369860 0x00369860 GLOBAL FUNC   1098       GameLevelManager::uploadUserMessage(int, std::string, std::string)
5333  0x00369cb0 0x00369cb0 GLOBAL FUNC   820        GameLevelManager::downloadUserMessage(int, bool)
5334  0x00369ff0 0x00369ff0 GLOBAL FUNC   836        GameLevelManager::getUserMessages(bool, int, int)
5335  0x0036a340 0x0036a340 GLOBAL FUNC   739        GameLevelManager::getGJUserInfo(int)
5336  0x0036a9c0 0x0036a9c0 GLOBAL FUNC   858        GameLevelManager::getTopArtists(int, int)
5337  0x0036ad20 0x0036ad20 GLOBAL FUNC   3154       GameLevelManager::getLevelLeaderboard(GJGameLevel*, LevelLeaderboardType)
5338  0x0036b980 0x0036b980 GLOBAL FUNC   1330       GameLevelManager::getLeaderboardScores(char const*)
5339  0x0036bec0 0x0036bec0 GLOBAL FUNC   872        GameLevelManager::rateDemon(int, int, bool)
5340  0x0036c230 0x0036c230 GLOBAL FUNC   790        GameLevelManager::suggestLevelStars(int, int, bool)
5341  0x0036c900 0x0036c900 GLOBAL FUNC   1864       GameLevelManager::rateStars(int, int)
5342  0x0036dae0 0x0036dae0 GLOBAL FUNC   950        GameLevelManager::getGauntletLevels(int)
5343  0x0036dea0 0x0036dea0 GLOBAL FUNC   721        GameLevelManager::getGauntlets()
5344  0x0036e750 0x0036e750 GLOBAL FUNC   1302       GameLevelManager::submitUserInfo()
5345  0x0036ec70 0x0036ec70 GLOBAL FUNC   659        GameLevelManager::onUpdateUserScoreCompleted(std::string, std::string)
5346  0x0036ef10 0x0036ef10 GLOBAL FUNC   4293       GameLevelManager::handleIt(bool, std::string, std::string, GJHttpType)
5347  0x00370eb0 0x00370eb0 WEAK   FUNC   394        cocos2d::extension::CCHttpRequest::~CCHttpRequest()
5348  0x00371040 0x00371040 WEAK   FUNC   274        __gnu_cxx::__normal_iterator<char*, std::string> std::remove<__gnu_cxx::__normal_iterator<char*, std::string>, char>(__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__normal_iterator<char*, std::string>, char const&)
5349  0x00371160 0x00371160 GLOBAL FUNC   574        GameLevelManager::removeDelimiterChars(std::string, bool)
5350  0x00371680 0x00371680 GLOBAL FUNC   2263       GameLevelManager::uploadComment(std::string, CommentType, int, int)
5351  0x00371f60 0x00371f60 GLOBAL FUNC   165        GameLevelManager::uploadAccountComment(std::string)
5352  0x00372010 0x00372010 GLOBAL FUNC   165        GameLevelManager::uploadLevelComment(int, std::string, int)
5353  0x00373be0 0x00373be0 GLOBAL FUNC   563        GameLevelManager::removeLevelDownloadedKeysFromDict(cocos2d::CCDictionary*)
5354  0x00373e20 0x00373e20 WEAK   FUNC   127        std::_Rb_tree<std::string, std::pair<std::string const, bool>, std::_Select1st<std::pair<std::string const, bool> >, std::less<std::string>, std::allocator<std::pair<std::string const, bool> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, bool> >*)
5355  0x00373ea0 0x00373ea0 GLOBAL FUNC   629        GameLevelManager::~GameLevelManager()
5356  0x00374120 0x00374120 GLOBAL FUNC   56         GameLevelManager::~GameLevelManager()
5357  0x00373ea0 0x00373ea0 GLOBAL FUNC   629        GameLevelManager::~GameLevelManager()
5358  0x009f44e4 0x009f44e4 WEAK   OBJ    19         typeinfo name for GameLevelManager
5359  0x00ba2944 0x00ba3944 WEAK   OBJ    12         typeinfo for GameLevelManager
5360  0x009f44f7 0x009f44f7 WEAK   OBJ    14         typeinfo name for GJGameLevel
5361  0x00ba2950 0x00ba3950 WEAK   OBJ    12         typeinfo for GJGameLevel
5362  0x009f4505 0x009f4505 WEAK   OBJ    11         typeinfo name for GJMapPack
5363  0x00ba295c 0x00ba395c WEAK   OBJ    12         typeinfo for GJMapPack
5364  0x009f4510 0x009f4510 WEAK   OBJ    14         typeinfo name for GJUserScore
5365  0x00ba2968 0x00ba3968 WEAK   OBJ    12         typeinfo for GJUserScore
5366  0x009f451e 0x009f451e WEAK   OBJ    18         typeinfo name for GJFriendRequest
5367  0x00ba2974 0x00ba3974 WEAK   OBJ    12         typeinfo for GJFriendRequest
5368  0x009f4530 0x009f4530 WEAK   OBJ    16         typeinfo name for GJUserMessage
5369  0x00ba2980 0x00ba3980 WEAK   OBJ    12         typeinfo for GJUserMessage
5370  0x009f4540 0x009f4540 WEAK   OBJ    17         typeinfo name for GJSearchObject
5371  0x00ba298c 0x00ba398c WEAK   OBJ    12         typeinfo for GJSearchObject
5372  0x009f4551 0x009f4551 WEAK   OBJ    11         typeinfo name for GJComment
5373  0x00ba2998 0x00ba3998 WEAK   OBJ    12         typeinfo for GJComment
5374  0x009f455c 0x009f455c WEAK   OBJ    15         typeinfo name for GJHttpResult
5375  0x00ba29a4 0x00ba39a4 WEAK   OBJ    12         typeinfo for GJHttpResult
5376  0x00ba39b0 0x00ba49b0 WEAK   OBJ    12         typeinfo for cocos2d::extension::CCHttpRequest
5377  0x00364c00 0x00364c00 WEAK   FUNC   382        cocos2d::extension::CCHttpRequest::~CCHttpRequest()
5378  0x009f4580 0x009f4580 WEAK   OBJ    36         typeinfo name for cocos2d::extension::CCHttpRequest
5379  0x003747e0 0x003747e0 WEAK   FUNC   13         non-virtual thunk to ButtonPage::~ButtonPage()
5380  0x003747f0 0x003747f0 WEAK   FUNC   105        ButtonPage::~ButtonPage()
5381  0x00ba3ba0 0x00ba4ba0 WEAK   OBJ    668        vtable for ButtonPage
5382  0x00374860 0x00374860 GLOBAL FUNC   119        EditButtonBar::~EditButtonBar()
5383  0x00ba39e0 0x00ba49e0 WEAK   OBJ    436        vtable for EditButtonBar
5384  0x003748e0 0x003748e0 GLOBAL FUNC   56         EditButtonBar::~EditButtonBar()
5385  0x00374860 0x00374860 GLOBAL FUNC   119        EditButtonBar::~EditButtonBar()
5386  0x00374920 0x00374920 WEAK   FUNC   10         non-virtual thunk to ButtonPage::~ButtonPage()
5387  0x00374930 0x00374930 WEAK   FUNC   126        ButtonPage::~ButtonPage()
5388  0x00374a60 0x00374a60 GLOBAL FUNC   53         EditButtonBar::onLeft(cocos2d::CCObject*)
5389  0x00374aa0 0x00374aa0 GLOBAL FUNC   53         EditButtonBar::onRight(cocos2d::CCObject*)
5390  0x00374ae0 0x00374ae0 GLOBAL FUNC   463        ButtonPage::init(cocos2d::CCArray*, cocos2d::CCPoint, int, float)
5391  0x00374cb0 0x00374cb0 GLOBAL FUNC   230        ButtonPage::create(cocos2d::CCArray*, cocos2d::CCPoint, int, float)
5392  0x00375480 0x00375480 GLOBAL FUNC   219        EditButtonBar::init(cocos2d::CCArray*, cocos2d::CCPoint, int, bool, int, int)
5393  0x009f45a4 0x009f45a4 WEAK   OBJ    16         typeinfo name for EditButtonBar
5394  0x00ba39bc 0x00ba49bc WEAK   OBJ    12         typeinfo for EditButtonBar
5395  0x00ba3e3c 0x00ba4e3c WEAK   OBJ    12         typeinfo for ButtonPage
5396  0x003747f0 0x003747f0 WEAK   FUNC   105        ButtonPage::~ButtonPage()
5397  0x009f45b4 0x009f45b4 WEAK   OBJ    13         typeinfo name for ButtonPage
5398  0x00375730 0x00375730 WEAK   FUNC   9          GJSpecialColorSelectDelegate::colorSelectClosed(GJSpecialColorSelect*, int)
5399  0x00375740 0x00375740 WEAK   FUNC   9          cocos2d::extension::ColorPickerDelegate::colorValueChanged(cocos2d::_ccColor3B)
5400  0x00375750 0x00375750 GLOBAL FUNC   13         non-virtual thunk to ColorSelectPopup::textInputClosed(CCTextInputNode*)
5401  0x00375760 0x00375760 GLOBAL FUNC   32         ColorSelectPopup::textInputClosed(CCTextInputNode*)
5402  0x00375780 0x00375780 GLOBAL FUNC   13         non-virtual thunk to ColorSelectPopup::textInputReturn(CCTextInputNode*)
5403  0x00375790 0x00375790 GLOBAL FUNC   118        ColorSelectPopup::textInputReturn(CCTextInputNode*)
5404  0x00375810 0x00375810 GLOBAL FUNC   13         non-virtual thunk to ColorSelectPopup::textInputShouldOffset(CCTextInputNode*, float)
5405  0x00375820 0x00375820 GLOBAL FUNC   124        ColorSelectPopup::textInputShouldOffset(CCTextInputNode*, float)
5406  0x003758a0 0x003758a0 GLOBAL FUNC   140        ColorSelectPopup::onSelectSpecialColor(cocos2d::CCObject*)
5407  0x004b3940 0x004b3940 GLOBAL FUNC   398        GJSpecialColorSelect::create(int, GJSpecialColorSelectDelegate*, bool)
5408  0x00375930 0x00375930 GLOBAL FUNC   13         non-virtual thunk to ColorSelectPopup::~ColorSelectPopup()
5409  0x00375940 0x00375940 GLOBAL FUNC   343        ColorSelectPopup::~ColorSelectPopup()
5410  0x00ba3ea0 0x00ba4ea0 WEAK   OBJ    908        vtable for ColorSelectPopup
5411  0x00375aa0 0x00375aa0 GLOBAL FUNC   13         non-virtual thunk to ColorSelectPopup::~ColorSelectPopup()
5412  0x00375ab0 0x00375ab0 GLOBAL FUNC   56         ColorSelectPopup::~ColorSelectPopup()
5413  0x00375940 0x00375940 GLOBAL FUNC   343        ColorSelectPopup::~ColorSelectPopup()
5414  0x00375af0 0x00375af0 GLOBAL FUNC   158        ColorSelectPopup::onTintGround(cocos2d::CCObject*)
5415  0x00375b90 0x00375b90 GLOBAL FUNC   204        ColorSelectPopup::onPlayerColor2(cocos2d::CCObject*)
5416  0x00375c60 0x00375c60 GLOBAL FUNC   196        ColorSelectPopup::onPlayerColor1(cocos2d::CCObject*)
5417  0x00375d30 0x00375d30 GLOBAL FUNC   176        ColorSelectPopup::onToggleTintMode(cocos2d::CCObject*)
5418  0x00375de0 0x00375de0 GLOBAL FUNC   166        ColorSelectPopup::onCopyOpacity(cocos2d::CCObject*)
5419  0x00375e90 0x00375e90 GLOBAL FUNC   158        ColorSelectPopup::onMultiTrigger(cocos2d::CCObject*)
5420  0x00375f30 0x00375f30 GLOBAL FUNC   2346       ColorSelectPopup::determineStartValues()
5421  0x00376860 0x00376860 GLOBAL FUNC   608        ColorSelectPopup::createToggleButton(std::string, void (cocos2d::CCObject::*)(cocos2d::CCObject*), bool, cocos2d::CCMenu*, cocos2d::CCPoint, cocos2d::CCArray*)
5422  0x00376ac0 0x00376ac0 GLOBAL FUNC   150        ColorSelectPopup::updateTouchTriggered()
5423  0x00376b60 0x00376b60 GLOBAL FUNC   109        ColorSelectPopup::updateMultiTriggerBtn()
5424  0x00376bd0 0x00376bd0 GLOBAL FUNC   158        ColorSelectPopup::updateSpawnedByTrigger()
5425  0x00376c70 0x00376c70 GLOBAL FUNC   128        ColorSelectPopup::onSpawnedByTrigger(cocos2d::CCObject*)
5426  0x00376cf0 0x00376cf0 GLOBAL FUNC   128        ColorSelectPopup::onTouchTriggered(cocos2d::CCObject*)
5427  0x00376d70 0x00376d70 GLOBAL FUNC   149        ColorSelectPopup::updateDuration()
5428  0x00376e10 0x00376e10 GLOBAL FUNC   165        ColorSelectPopup::updateOpacity()
5429  0x00376ec0 0x00376ec0 GLOBAL FUNC   296        ColorSelectPopup::updateDurLabel()
5430  0x00376ff0 0x00376ff0 GLOBAL FUNC   117        ColorSelectPopup::updateOpacityLabel()
5431  0x00377070 0x00377070 GLOBAL FUNC   253        ColorSelectPopup::sliderChanged(cocos2d::CCObject*)
5432  0x00377170 0x00377170 GLOBAL FUNC   266        ColorSelectPopup::updateColorValue()
5433  0x00377280 0x00377280 GLOBAL FUNC   38         ColorSelectPopup::selectColor(cocos2d::_ccColor3B)
5434  0x003772b0 0x003772b0 GLOBAL FUNC   266        ColorSelectPopup::onDefault(cocos2d::CCObject*)
5435  0x003773c0 0x003773c0 GLOBAL FUNC   82         ColorSelectPopup::onPaste(cocos2d::CCObject*)
5436  0x00377420 0x00377420 GLOBAL FUNC   37         ColorSelectPopup::getColorValue()
5437  0x00377450 0x00377450 GLOBAL FUNC   196        ColorSelectPopup::show()
5438  0x00377520 0x00377520 GLOBAL FUNC   13         non-virtual thunk to ColorSelectPopup::colorValueChanged(cocos2d::_ccColor3B)
5439  0x00377530 0x00377530 GLOBAL FUNC   166        ColorSelectPopup::colorValueChanged(cocos2d::_ccColor3B)
5440  0x003775e0 0x003775e0 GLOBAL FUNC   84         ColorSelectPopup::onCopy(cocos2d::CCObject*)
5441  0x00377640 0x00377640 GLOBAL FUNC   173        ColorSelectPopup::updateCustomColorIdx()
5442  0x003776f0 0x003776f0 GLOBAL FUNC   395        ColorSelectPopup::updateEditorLabel()
5443  0x00377880 0x00377880 GLOBAL FUNC   348        ColorSelectPopup::updateTextInputLabel()
5444  0x003779e0 0x003779e0 GLOBAL FUNC   133        ColorSelectPopup::onUpdateCustomColor(cocos2d::CCObject*)
5445  0x00377a70 0x00377a70 GLOBAL FUNC   201        ColorSelectPopup::updateHSVMode()
5446  0x00377b40 0x00377b40 GLOBAL FUNC   218        ColorSelectPopup::updateCopyColor()
5447  0x00382920 0x00382920 GLOBAL FUNC   87         EffectGameObject::getTargetColorIndex()
5448  0x00377c20 0x00377c20 GLOBAL FUNC   13         non-virtual thunk to ColorSelectPopup::colorSelectClosed(GJSpecialColorSelect*, int)
5449  0x00377c30 0x00377c30 GLOBAL FUNC   626        ColorSelectPopup::colorSelectClosed(GJSpecialColorSelect*, int)
5450  0x00377eb0 0x00377eb0 GLOBAL FUNC   13         non-virtual thunk to ColorSelectPopup::textChanged(CCTextInputNode*)
5451  0x00377ec0 0x00377ec0 GLOBAL FUNC   620        ColorSelectPopup::textChanged(CCTextInputNode*)
5452  0x00378130 0x00378130 GLOBAL FUNC   348        ColorSelectPopup::updateCopyColorTextInputLabel()
5453  0x00378290 0x00378290 GLOBAL FUNC   81         ColorSelectPopup::onToggleHSVMode(cocos2d::CCObject*)
5454  0x003782f0 0x003782f0 GLOBAL FUNC   125        ColorSelectPopup::onUpdateCopyColor(cocos2d::CCObject*)
5455  0x00378370 0x00378370 GLOBAL FUNC   11572      ColorSelectPopup::init(EffectGameObject*, cocos2d::CCArray*, ColorAction*)
5456  0x00557090 0x00557090 GLOBAL FUNC   220        cocos2d::extension::CCControlColourPicker::create()
5457  0x0037b5a0 0x0037b5a0 GLOBAL FUNC   421        ColorSelectPopup::closeColorSelect(cocos2d::CCObject*)
5458  0x004aa790 0x004aa790 GLOBAL FUNC   190        ConfigureHSVWidget::create(cocos2d::_ccHSVValue, bool)
5459  0x004b2a00 0x004b2a00 GLOBAL FUNC   669        InfoAlertButton::create(std::string, std::string, float)
5460  0x0037b0b0 0x0037b0b0 GLOBAL FUNC   739        ColorSelectPopup::create(EffectGameObject*, cocos2d::CCArray*, ColorAction*)
5461  0x0037b420 0x0037b420 GLOBAL FUNC   374        ColorSelectPopup::updateHSVValue()
5462  0x0037b750 0x0037b750 GLOBAL FUNC   13         non-virtual thunk to ColorSelectPopup::keyBackClicked()
5463  0x0037b760 0x0037b760 GLOBAL FUNC   42         ColorSelectPopup::keyBackClicked()
5464  0x009f45c1 0x009f45c1 WEAK   OBJ    19         typeinfo name for ColorSelectPopup
5465  0x00ba3e60 0x00ba4e60 WEAK   OBJ    48         typeinfo for ColorSelectPopup
5466  0x00ba422c 0x00ba522c WEAK   OBJ    8          typeinfo for cocos2d::extension::ColorPickerDelegate
5467  0x00ba4234 0x00ba5234 WEAK   OBJ    8          typeinfo for GJSpecialColorSelectDelegate
5468  0x009f4600 0x009f4600 WEAK   OBJ    42         typeinfo name for cocos2d::extension::ColorPickerDelegate
5469  0x009f45d4 0x009f45d4 WEAK   OBJ    31         typeinfo name for GJSpecialColorSelectDelegate
5470  0x00ba4240 0x00ba5240 WEAK   OBJ    12         vtable for cocos2d::extension::ColorPickerDelegate
5471  0x00ba4250 0x00ba5250 WEAK   OBJ    12         vtable for GJSpecialColorSelectDelegate
5472  0x0037b850 0x0037b850 GLOBAL FUNC   100        CustomSongWidget::onCancelDownload(cocos2d::CCObject*)
5473  0x00455f60 0x00455f60 GLOBAL FUNC   98         MusicDownloadManager::stopDownload(int)
5474  0x0037b8c0 0x0037b8c0 GLOBAL FUNC   135        CustomSongWidget::~CustomSongWidget()
5475  0x00ba42a0 0x00ba52a0 WEAK   OBJ    500        vtable for CustomSongWidget
5476  0x0037b950 0x0037b950 GLOBAL FUNC   56         CustomSongWidget::~CustomSongWidget()
5477  0x0037b8c0 0x0037b8c0 GLOBAL FUNC   135        CustomSongWidget::~CustomSongWidget()
5478  0x0037b990 0x0037b990 GLOBAL FUNC   1767       CustomSongWidget::onMore(cocos2d::CCObject*)
5479  0x003ce1f0 0x003ce1f0 GLOBAL FUNC   988        SongInfoLayer::create(std::string, std::string, std::string, std::string, std::string, std::string)
5480  0x0037c080 0x0037c080 GLOBAL FUNC   738        CustomSongWidget::onPlayback(cocos2d::CCObject*)
5481  0x0037c370 0x0037c370 GLOBAL FUNC   136        CustomSongWidget::toggleUpdateButton(bool)
5482  0x00458ce0 0x00458ce0 GLOBAL FUNC   670        MusicDownloadManager::getSongInfo(int, bool)
5483  0x0037c490 0x0037c490 GLOBAL FUNC   2069       CustomSongWidget::updateSongInfo()
5484  0x00455e80 0x00455e80 GLOBAL FUNC   113        MusicDownloadManager::isRunningActionForSongID(int)
5485  0x0037ccb0 0x0037ccb0 GLOBAL FUNC   108        CustomSongWidget::onSelect(cocos2d::CCObject*)
5486  0x0037cdb0 0x0037cdb0 GLOBAL FUNC   207        CustomSongWidget::getSongInfoIfUnloaded()
5487  0x0037ce80 0x0037ce80 GLOBAL FUNC   106        CustomSongWidget::downloadFailed()
5488  0x0037d3d0 0x0037d3d0 GLOBAL FUNC   140        CustomSongWidget::updateDownloadProgress(float)
5489  0x0037cef0 0x0037cef0 GLOBAL FUNC   278        CustomSongWidget::updatePlaybackBtn()
5490  0x0037d010 0x0037d010 GLOBAL FUNC   13         non-virtual thunk to CustomSongWidget::songStateChanged()
5491  0x0037d020 0x0037d020 GLOBAL FUNC   56         CustomSongWidget::songStateChanged()
5492  0x0037d060 0x0037d060 GLOBAL FUNC   180        CustomSongWidget::updateProgressBar(int)
5493  0x0037d120 0x0037d120 GLOBAL FUNC   143        CustomSongWidget::startMonitorDownload()
5494  0x0037d1b0 0x0037d1b0 GLOBAL FUNC   86         CustomSongWidget::startDownload()
5495  0x004585b0 0x004585b0 GLOBAL FUNC   1025       MusicDownloadManager::downloadSong(int)
5496  0x0037d210 0x0037d210 GLOBAL FUNC   279        CustomSongWidget::onDownload(cocos2d::CCObject*)
5497  0x0037d330 0x0037d330 GLOBAL FUNC   13         non-virtual thunk to CustomSongWidget::FLAlert_Clicked(FLAlertLayer*, bool)
5498  0x0037d340 0x0037d340 GLOBAL FUNC   134        CustomSongWidget::FLAlert_Clicked(FLAlertLayer*, bool)
5499  0x00455f00 0x00455f00 GLOBAL FUNC   82         MusicDownloadManager::getDownloadProgress(int)
5500  0x0037d460 0x0037d460 GLOBAL FUNC   3005       CustomSongWidget::init(SongInfoObject*, LevelSettingsObject*, bool, bool, bool, bool, bool)
5501  0x0037e1c0 0x0037e1c0 GLOBAL FUNC   31         CustomSongWidget::verifySongID(int)
5502  0x0037e1e0 0x0037e1e0 GLOBAL FUNC   13         non-virtual thunk to CustomSongWidget::downloadSongFinished(SongInfoObject*)
5503  0x0037e1f0 0x0037e1f0 GLOBAL FUNC   183        CustomSongWidget::downloadSongFinished(SongInfoObject*)
5504  0x0037e2b0 0x0037e2b0 GLOBAL FUNC   13         non-virtual thunk to CustomSongWidget::loadSongInfoFinished(SongInfoObject*)
5505  0x0037e2c0 0x0037e2c0 GLOBAL FUNC   186        CustomSongWidget::loadSongInfoFinished(SongInfoObject*)
5506  0x0037e380 0x0037e380 GLOBAL FUNC   304        CustomSongWidget::updateError(GJSongError)
5507  0x0037e4b0 0x0037e4b0 GLOBAL FUNC   13         non-virtual thunk to CustomSongWidget::downloadSongFailed(int, GJSongError)
5508  0x0037e4c0 0x0037e4c0 GLOBAL FUNC   84         CustomSongWidget::downloadSongFailed(int, GJSongError)
5509  0x0037e520 0x0037e520 GLOBAL FUNC   13         non-virtual thunk to CustomSongWidget::loadSongInfoFailed(int, GJSongError)
5510  0x0037e530 0x0037e530 GLOBAL FUNC   84         CustomSongWidget::loadSongInfoFailed(int, GJSongError)
5511  0x009f462d 0x009f462d WEAK   OBJ    19         typeinfo name for CustomSongWidget
5512  0x00ba4260 0x00ba5260 WEAK   OBJ    40         typeinfo for CustomSongWidget
5513  0x0037e650 0x0037e650 WEAK   FUNC   9          SpritePartDelegate::displayFrameChanged(cocos2d::CCObject*, std::string)
5514  0x0037e660 0x0037e660 GLOBAL FUNC   24         RingObject::triggerActivated(float)
5515  0x0037e680 0x0037e680 GLOBAL FUNC   23         RingObject::powerOffObject()
5516  0x0037e6a0 0x0037e6a0 GLOBAL FUNC   71         RingObject::setScale(float)
5517  0x0037e6f0 0x0037e6f0 GLOBAL FUNC   42         TeleportPortalObject::setRotation2(float)
5518  0x0037e720 0x0037e720 GLOBAL FUNC   106        RingObject::setRotation(float)
5519  0x0037e790 0x0037e790 GLOBAL FUNC   48         AnimatedGameObject::resetObject()
5520  0x0037e7c0 0x0037e7c0 GLOBAL FUNC   59         RingObject::resetObject()
5521  0x0037e800 0x0037e800 GLOBAL FUNC   71         RingObject::setRScale(float)
5522  0x0037e850 0x0037e850 GLOBAL FUNC   42         TeleportPortalObject::addToGroup2(int)
5523  0x0037e880 0x0037e880 GLOBAL FUNC   42         TeleportPortalObject::removeFromGroup2(int)
5524  0x0037e8b0 0x0037e8b0 GLOBAL FUNC   13         non-virtual thunk to LabelGameObject::setOpacity(unsigned char)
5525  0x0037e8c0 0x0037e8c0 GLOBAL FUNC   89         LabelGameObject::setOpacity(unsigned char)
5526  0x0037e920 0x0037e920 GLOBAL FUNC   304        EffectGameObject::customSetup()
5527  0x0037ea50 0x0037ea50 GLOBAL FUNC   70         EffectGameObject::triggerActivated(float)
5528  0x0037eaa0 0x0037eaa0 GLOBAL FUNC   87         LabelGameObject::setObjectColor(cocos2d::_ccColor3B const&)
5529  0x0037eb00 0x0037eb00 WEAK   FUNC   69         TeleportPortalObject::~TeleportPortalObject()
5530  0x00ba52c0 0x00ba62c0 WEAK   OBJ    876        vtable for TeleportPortalObject
5531  0x0037eb50 0x0037eb50 GLOBAL FUNC   69         EffectGameObject::~EffectGameObject()
5532  0x00ba4c00 0x00ba5c00 WEAK   OBJ    864        vtable for EffectGameObject
5533  0x0037eba0 0x0037eba0 WEAK   FUNC   69         RingObject::~RingObject()
5534  0x00ba4520 0x00ba5520 WEAK   OBJ    864        vtable for RingObject
5535  0x0037ebf0 0x0037ebf0 GLOBAL FUNC   56         EffectGameObject::~EffectGameObject()
5536  0x0037eb50 0x0037eb50 GLOBAL FUNC   69         EffectGameObject::~EffectGameObject()
5537  0x0037ec30 0x0037ec30 GLOBAL FUNC   93         AnimatedGameObject::~AnimatedGameObject()
5538  0x00ba4880 0x00ba5880 WEAK   OBJ    896        vtable for AnimatedGameObject
5539  0x0037ec90 0x0037ec90 GLOBAL FUNC   56         AnimatedGameObject::~AnimatedGameObject()
5540  0x0037ec30 0x0037ec30 GLOBAL FUNC   93         AnimatedGameObject::~AnimatedGameObject()
5541  0x0037ecd0 0x0037ecd0 GLOBAL FUNC   44         LabelGameObject::init()
5542  0x0037ed00 0x0037ed00 GLOBAL FUNC   124        StartPosObject::~StartPosObject()
5543  0x00ba4f60 0x00ba5f60 WEAK   OBJ    864        vtable for StartPosObject
5544  0x0037ed80 0x0037ed80 GLOBAL FUNC   56         StartPosObject::~StartPosObject()
5545  0x0037ed00 0x0037ed00 GLOBAL FUNC   124        StartPosObject::~StartPosObject()
5546  0x0037edc0 0x0037edc0 GLOBAL FUNC   2796       EffectGameObject::triggerObject(GJBaseGameLayer*)
5547  0x00485960 0x00485960 GLOBAL FUNC   100        GJEffectManager::registerCollisionTrigger(int, int, int, bool, bool, int)
5548  0x004884f0 0x004884f0 GLOBAL FUNC   199        GJEffectManager::runCountTrigger(int, int, bool, int, bool, int)
5549  0x0047bf70 0x0047bf70 GLOBAL FUNC   143        GJBaseGameLayer::collectedObject(EffectGameObject*)
5550  0x00488420 0x00488420 GLOBAL FUNC   75         GJEffectManager::runDeathTrigger(int, bool, int)
5551  0x00474bc0 0x00474bc0 GLOBAL FUNC   101        GJBaseGameLayer::spawnGroupTriggered(int, float, int)
5552  0x0047bed0 0x0047bed0 GLOBAL FUNC   157        GJBaseGameLayer::collectItem(int, int)
5553  0x00476300 0x00476300 GLOBAL FUNC   179        GJBaseGameLayer::testInstantCountTrigger(int, int, int, bool, int)
5554  0x00474f60 0x00474f60 GLOBAL FUNC   129        GJBaseGameLayer::stopTriggersInGroup(int)
5555  0x004881f0 0x004881f0 GLOBAL FUNC   109        GJEffectManager::runTouchTriggerCommand(int, bool, TouchTriggerType, bool, int)
5556  0x00474dd0 0x00474dd0 GLOBAL FUNC   265        GJBaseGameLayer::toggleGroup(int, bool)
5557  0x0037f8b0 0x0037f8b0 GLOBAL FUNC   94         AnimatedGameObject::setObjectColor(cocos2d::_ccColor3B const&)
5558  0x0037f910 0x0037f910 GLOBAL FUNC   13         non-virtual thunk to AnimatedGameObject::setOpacity(unsigned char)
5559  0x0037f920 0x0037f920 GLOBAL FUNC   195        AnimatedGameObject::setOpacity(unsigned char)
